SAP ID,ID do Transformador,SAP ID.1,ID da subestação,Nome da Subestação 31/12/2018 [Local de Origem],Ano fabrico,"Data de entrada em exploração 
[mm-aaaa]","Data da última alteração 
[aaaa]",Nº TP na Instalação,Nº Série,Situação,Data Movimentação,Motivo,Observações,Data Atualização,ID do Local Instalação,Nome Local Instalação,Nº TP na Instalação.1,Def. Projecto (só TP novos),Observações.1,Unnamed: 20,Unnamed: 21,Unnamed: 22,Motivo Rotação
280190649,761365,280190649,1509S5054000,SANTIAGO,1973.0,12-1973,,1.0,13048 C,Em exploração,,,,,,,,,,,,,
280190650,761372,280190650,0705S5042200,CAEIRA,2006.0,11-1997,,1.0,C 0143 A,Em exploração,,,,,,,,,,,,,
280190651,761379,280190651,0210S5052300,MOURA,1959.0,12-2006,2016.0,2.0,3592,Em exploração,,,,,,,,,,,,,
280190653,761393,280190653,0210S5052300,MOURA,1979.0,12-1980,,1.0,19270 C,Em exploração,,,,,,,,,,,,,
280190654,761407,280190654,1501S5053900,VALE DE GAIO,1967.0,01-1995,,2.0,LEL 2815,Em exploração,,,,,,,,,,,,,
280190655,761414,280190655,0201S5050500,ALJUSTREL,1963.0,12-1964,,2.0,5819,Em exploração,,,,,,,,,,,,,
280190656,761421,280190656,0201S5050500,ALJUSTREL,1966.0,12-1968,,1.0,7662 S,Em exploração,,,,,,,,,,,,,
280190659,761442,280190659,0202S5052400,PORTEIRINHOS,1978.0,12-1980,,1.0,19253 C,Em exploração,,,,,,,,,,,,,
280190660,761456,280190660,0805S5060100,BRACIAIS,1995.0,05-1997,,1.0,C 13077,Em exploração,,,,,,,,,,,,,
280190661,761463,280190661,0805S5060100,BRACIAIS,2000.0,12-2002,,2.0,C 13852,Em exploração,,,,,,,,,,,,,
280190662,761470,280190662,0806S5060700,LAGOA,2002.0,12-2002,,1.0,C 10075,Em exploração,,,,,,,,,,,,,
280190664,761484,280190664,0808S5060200,LOULÉ,1984.0,06-2002,,1.0,19451 C,Em exploração,,,,,,,,,,,,,
280579533,761498,280579533,0807S5063100,LAGOS,2008.0,11-2008,,2.0,C 0316 A,Em exploração,,,,,,,,,,,,,
280190666,761512,280190666,0801S5063000,ALBUFEIRA,1991.0,06-1992,,1.0,LEL 39647,Em exploração,,,,,,,,,,,,,
280190668,761526,280190668,0808S5063300,QUARTEIRA,1991.0,12-1992,,1.0,LEL 39652,Em exploração,,,,,,,,,,,,,
280190669,761533,280190669,0808S5063300,QUARTEIRA,1991.0,12-1992,,2.0,LEL 39651,Em exploração,,,,,,,,,,,,,
280190672,761554,280190672,0810S5063600,OLHÃO,1990.0,04-1991,,1.0,C 12041,Em exploração,,,,,,,,,,,,,
280190673,761561,280190673,0810S5063600,OLHÃO,1990.0,02-1991,,2.0,C 12042,Em exploração,,,,,,,,,,,,,
280190675,761589,280190675,0813S5062000,SILVES,1995.0,02-2004,,1.0,C 12924,Em exploração,,,,,,,,,,,,,
280190676,761596,280190676,0813S5062800,ARMAÇÃO DE PERA,1991.0,12-1992,,2.0,LEL 39650,Em exploração,,,,,,,,,,,,,
280190677,761603,280190677,0813S5062800,ARMAÇÃO DE PERA,1991.0,12-1992,,1.0,LEL 39649,Em exploração,,,,,,,,,,,,,
280192330,761624,280192330,0804S5060600,ALDEIA NOVA,1984.0,12-1985,,2.0,19455 C,Em exploração,,,,,,,,,,,,,
280192331,761631,280192331,0804S5060600,ALDEIA NOVA,1984.0,12-1985,,1.0,19457 C,Em exploração,,,,,,,,,,,,,
280190678,761638,280190678,0814S5060300,CACHOPO,1971.0,09-1972,,1.0,10499 C,Em exploração,,,,,,,,,,,,,
280594250,761666,280594250,0811S5063200,PORTIMÃO,2009.0,06-2009,,2.0,C 0382 A,Em exploração,,,,,,,,,,,,,
280190681,761673,280190681,0808S5063400,VILAMOURA,1994.0,07-1993,,1.0,LEL 46331,Em exploração,,,,,,,,,,,,,
280190682,761680,280190682,0808S5063400,VILAMOURA,1994.0,06-1995,,2.0,LEL 50000,Em exploração,,,,,,,,,,,,,
280190683,761687,280190683,0805S5062500,TORRE NATAL,1982.0,12-1984,,1.0,19387 C,Em exploração,,,,,,,,,,,,,
280190684,761694,280190684,0805S5062500,TORRE NATAL,1984.0,12-1984,2017.0,2.0,19456 C,Em exploração,,,,,,,,,,,,,
280190685,761701,280190685,0814S5062600,TAVIRA,1981.0,12-1982,,1.0,19342 C,Em exploração,,,,,,,,,,,,,
280190686,761708,280190686,0814S5062600,TAVIRA,1981.0,12-1982,,2.0,19341 C,Em exploração,,,,,,,,,,,,,
280190688,761722,280190688,0815S5061600,VILA DO BISPO,1997.0,01-1998,,1.0,LEL 64391,Em exploração,,,,,,,,,,,,,
280190689,761729,280190689,1512S5031900,TERROA,1974.0,12-1974,,1.0,13074 C,Em exploração,,,,,,,,,,,,,
280190690,761736,280190690,1512S5031900,TERROA,1980.0,12-1984,,2.0,15889,Em exploração,,,,,,,,,,,,,
280190692,761750,280190692,0812S5062100,SÃO BRÁS DE ALPORTEL,1983.0,05-2005,,1.0,19415 C,Em exploração,,,,,,,,,,,,,
280192291,1627326,280192291,1110S5270000,MIRAFLORES,1995.0,08-2000,,2.0,C 12928,Em exploração,,,,,,,,,,,,,
280192292,1627333,280192292,1110S5270000,MIRAFLORES,1995.0,03-2000,,1.0,C 12927,Em exploração,,,,,,,,,,,,,
280182285,1627403,280182285,1107S5167800,ANAIA,1980.0,12-1995,,1.0,LEL 16058,INE - Para abate,2019-01-01,Abate,,,ED-0312-SE-60-NE_RUI,INE RUIVÃES,-,,,,,,
280182290,1627466,280182290,1101S5335200,VALE TEJO,2003.0,02-2004,,1.0,C 0038 A,Em exploração,,,,,,,,,,,,,
280182291,1627473,280182291,1101S5335200,VALE TEJO,1978.0,12-1982,,2.0,19108 S,Em exploração,,,,,,,,,,,,,
280182292,1627487,280182292,1107S5518000,QUINTA DA CALDEIRA,1980.0,12-1982,,1.0,19316 C,Em exploração,,,,,,,,,,,,,
280182293,1627494,280182293,1107S5518000,QUINTA DA CALDEIRA,1980.0,12-1982,,2.0,19315 C,Em exploração,,,,,,,,,,,,,
280182295,1627529,280182295,---,SE MÓVEL 16,1980.0,12-1981,,1.0,LEL 15523,Abatido,,,,,,,,,SE móvel abatida em 2018,,,,
280182296,1627557,280182296,1114S5192200,PÓVOA,1984.0,10-2003,,3.0,LEL 25240,Em exploração,,,,,,,,,,,,,
280182298,1627571,280182298,1114S5192200,PÓVOA,1984.0,12-1986,,2.0,LEL 25242,Em exploração,,,,,,,,,,,,,
280182299,1627578,280182299,1114S5192200,PÓVOA,1982.0,12-1983,,1.0,LEL 19878,Em exploração,,,,,,,,,,,,,
280182303,1627613,280182303,1111S5127800,CAPA ROTA,1982.0,12-1983,,1.0,LEL 19877,Em exploração,,,,,,,,,,,,,
280182306,1627634,280182306,1111S5127800,CAPA ROTA,1982.0,12-1983,,2.0,LEL 19876,Em exploração,,,,,,,,,,,,,
280182390,1627648,280182390,1115S5191000,VENDA NOVA (Amadora),1973.0,12-1974,,2.0,13038 C,Em exploração,,,,,,,,,,,,,
280192293,1627690,280192293,1111S5377000,QUELUZ,1974.0,12-1978,,1.0,13069 C,Em exploração,,,,,,,,,,,,,
280182311,1627697,280182311,1105S5901100,ABÓBODA ,1974.0,12-1975,,1.0,13067 C,Em exploração,,,,,,,,,,,,,
280182312,1627704,280182312,1105S5901100,ABÓBODA ,1974.0,12-1976,,2.0,13070 C,Em exploração,,,,,,,,,,,,,
280182313,1627718,280182313,1105S5413000,PAREDE,1984.0,12-1986,,2.0,LEL 23875,Em exploração,,,,,,,,,,,,,
280182314,1627725,280182314,1105S5413000,PAREDE,1984.0,12-1986,,1.0,LEL 23876,Em exploração,,,,,,,,,,,,,
280182315,1627732,280182315,1105S5396000,ALCOITÃO,1974.0,04-1976,,2.0,13066 C,Em exploração,2019-06-19,Beneficiação em fábrica,Regressou à SE em dez-19,,ED-1105-SE-60-396000,SE ALCOITÃO,2,,,,,,
280182316,1627739,280182316,1105S5396000,ALCOITÃO,1989.0,02-1997,,1.0,LEL 32619,Em exploração,,,,,,,,,,,,,
280182318,1627767,280182318,1115S5480500,REBOLEIRA,1982.0,12-1984,,2.0,LEL 19879,Em exploração,,,,,,,,,,,,,
280182319,1627774,280182319,1110S5810700,LEIÃO,1996.0,06-1999,,1.0,C 13328,Em exploração,,,,,,,,,,,,,
280182321,1627788,280182321,1110S5810700,LEIÃO,1996.0,02-1998,,2.0,C 13327,Em exploração,,,,,,,,,,,,,
280182322,1627802,280182322,1113S5527000,CASALINHOS DE ALFAIATA,1985.0,06-1994,,1.0,12145790,Em exploração,,,,,,,,,,,,,
280182323,1627809,280182323,1113S5527000,CASALINHOS DE ALFAIATA,1985.0,12-1986,,2.0,12145789,Em exploração,,,,,,,,,,,,,
280182325,1627830,280182325,1109S5430000,MAFRA,1972.0,12-1975,,3.0,LEL 7011,Em exploração,,,,,,,,,,,,,
280182326,1627837,280182326,1104S5672000,CADAVAL,2004.0,12-2005,,2.0,C 0059 A,Em exploração,,,,,,,,,,,,,
280211026,1627844,280211026,1113S5480800,MATACÃES,1983.0,09-1983,,1.0,19410 C,Em exploração,,,,,,,,,,,,,
280211027,1627851,280211027,1113S5480800,MATACÃES,1982.0,12-1983,,2.0,LEL 19883,Em exploração,,,,,,,,,,,,,
280182327,1627858,280182327,1109S5430000,MAFRA,1975.0,12-1977,,2.0,13102 C,Em exploração,,,,,,,,,,,,,
280182328,1627865,280182328,1109S5430000,MAFRA,1980.0,12-1982,,4.0,19293 C,Em exploração,,,,,,,,,,,,,
280182329,1627872,280182329,1108S5729600,LOURINHÃ,1994.0,12-1996,,2.0,C 12720,Em exploração,,,,,,,,,,,,,
280182330,1627879,280182330,1213S5566900,PONTE SOR,1992.0,12-1993,,1.0,C 12516,Em exploração,,,,,,,,,,,,,
280182331,1627886,280182331,1213S5566900,PONTE SOR,1992.0,12-1993,,2.0,C 12515,Em exploração,,,,,,,,,,,,,
280182333,1627900,280182333,1214S5681500,SÃO VICENTE,1977.0,12-2001,,1.0,LEL 11317,Em exploração,,,,,,,,,,,,,
225564364,1627907,225564364,1212S5666200,ALPALHÃO,2017.0,12-2017,,1.0,F002503.01,Em exploração,,,,,,,,,,,,,
280182334,1627907,280182334,1401S5636700,INE-OLHO BOI,1989.0,01-1989,,1.0,11965 C,INE - Reserva Operacional,,,,,,,,,,,,,
280182335,1627914,280182335,1214S5681500,SÃO VICENTE,1973.0,12-1974,,2.0,13047 C,Em exploração,,,,,,,,,,,,,
280182343,1628012,280182343,1103S5191400,ESPADANAL,1981.0,12-1983,,2.0,19337 C,Em exploração,,,,,,,,,,,,,
280182344,1628019,280182344,1103S3679400,GUARITA,1971.0,01-2002,,3.0,13002 C,Em exploração,,,,,,,,,,,,,
280864414,1628026,280864414,1406S5192700,CRUZ DO CAMPO,2014.0,12-2014,,1.0,C 0917 A,Em exploração,,,,,,,,,,,,,
280182346,1628040,280182346,1409S5568300,CORUCHE,1981.0,12-1998,,1.0,19336 C,Em exploração,,,,,,,,,,,,,
280182350,1628089,280182350,1410S5625300,ENTRONCAMENTO,1971.0,12-1979,,2.0,10490 C,Em exploração,,,,,,,,,,,,,
280182355,1628145,280182355,1410S5625300,ENTRONCAMENTO,1979.0,12-1980,,4.0,LEL 13337,Em exploração,,,,,,,,,,,,,
280182356,1628166,280182356,1419S5627800,SERRADA GRANDE,1982.0,02-1985,,1.0,19388 C,Em exploração,,,,,,,,,,,,,
280182357,1628173,280182357,1419S5627800,SERRADA GRANDE,1983.0,02-1975,,2.0,19413 C,Em exploração,,,,,,,,,,,,,
280182364,1628229,280182364,1420S5664400,ALMOUROL,2008.0,01-2009,,1.0,LEL 107340,Em exploração,,,,,,,,,,,,,
280182365,1628236,280182365,1403S5799800,ALMEIRIM,1982.0,08-2003,,2.0,19398 C,Em exploração,,,,,,,,,,,,,
280182366,1628243,280182366,1403S5799800,ALMEIRIM,1982.0,05-2003,,1.0,19397 C,Em exploração,,,,,,,,,,,,,
280182370,1628285,280182370,0502S5006900,TALAGUEIRA,1992.0,09-1993,,1.0,LEL 44039,Em exploração,,,,,,,,,,,,,
280182371,1628306,280182371,0502S5007000,CASTELO BRANCO,1972.0,12-1975,,1.0,13026 C,Em exploração,,,,,,,,,,,,,
280182372,1628313,280182372,0502S5006900,TALAGUEIRA,1990.0,09-1991,,2.0,LEL 35971,Em exploração,,,,,,,,,,,,,
280182373,1628320,280182373,0502S5007000,CASTELO BRANCO,1972.0,12-1975,,2.0,13027 C,Em exploração,,,,,,,,,,,,,
280182374,1628355,280182374,1413S5632800,PRACANA,1964.0,12-1964,,1.0,6783 C,Em exploração,,,,,,,,,,,,,
280182375,1628362,280182375,1413S5632800,PRACANA,1995.0,12-1996,2016.0,2.0,LEL 53719,Em exploração,,,,,,,,,,,,,
280182378,1628397,280182378,1106S5032000,BOAVISTA (Lisboa),1963.0,01-1966,,1.0,6278,INE - Em decisão,2019-01-01,Recurso,,,ED-1512-SE-60-NE_SEB,INE S. SEBASTIÃO,-,,,,,,
280182379,1628404,280182379,1106S5032000,BOAVISTA (Lisboa),1965.0,01-1966,,2.0,7318,INE - Para abate,2019-01-01,Abate,,,ED-1512-SE-60-NE_SEB,INE S. SEBASTIÃO,-,,,,,,
280182380,1628418,280182380,1106S5064000,SANTA MARTA,1967.0,12-1970,,1.0,7674 S,Em exploração,,,,,,,,,,,,,
280182384,1628446,280182384,1106S5099600,NORTE,1995.0,02-2000,,1.0,C 13075,Em exploração,,,,,,,,,,,,,
280182385,1628453,280182385,1106S5099600,NORTE,1995.0,12-1995,,2.0,C 12925,Em exploração,,,,,,,,,,,,,
280182386,1628488,280182386,1106S5064000,SANTA MARTA,1990.0,01-1993,,3.0,C 12063,Em exploração,,,,,,,,,,,,,
280182387,1628495,280182387,1106S5064000,SANTA MARTA,1990.0,12-1992,,4.0,C 12064,Em exploração,,,,,,,,,,,,,
280872953,1628516,280872953,1106S5200200,PRAÇA FIGUEIRA,1989.0,05-2015,,1.0,11952 C,Em exploração,,,,,,,,,,,,,
280182389,1628523,280182389,1106S5200200,PRAÇA FIGUEIRA,1968.0,12-1970,,2.0,7684 S,INE - Reserva Operacional,2019-05-24,Recurso,,,ED-1512-SE-60-NE_SEB,INE S. SEBASTIÃO,-,,,,,,
280594251,1628565,280594251,1106S5244000,PARQUE,2006.0,05-2009,,1.0,LEL 102024,Em exploração,,,,,,,,,,,,,
280594252,1628572,280594252,1106S5244000,PARQUE,2008.0,07-2009,,2.0,LEL 106760,Em exploração,,,,,,,,,,,,,
280182395,1628684,280182395,1106S5478000,AMOREIRAS,1975.0,07-1977,,2.0,LEL 9951,Em exploração,,,,,,,,,,,,,
280182396,1628691,280182396,1106S5478000,AMOREIRAS,1975.0,01-1979,,1.0,LEL 9952,Em exploração,,,,,,,,,,,,,
280182397,1628705,280182397,1106S5800000,EXPO SUL,1994.0,07-1997,,1.0,C 12724,Em exploração,,,,,,,,,,,,,
280182398,1628712,280182398,1106S5800000,EXPO SUL,1994.0,07-1997,,2.0,C 12725,Em exploração,,,,,,,,,,,,,
280182399,1628719,280182399,1106S5728000,COLOMBO,1994.0,09-1997,,1.0,C 12722,Em exploração,,,,,,,,,,,,,
280182400,1628726,280182400,1106S5728000,COLOMBO,1994.0,09-1997,,2.0,C 12723,Em exploração,,,,,,,,,,,,,
280182401,1628747,280182401,1106S5800800,EXPO NORTE,1996.0,07-1997,,1.0,C 13325,Em exploração,,,,,,,,,,,,,
280182402,1628754,280182402,1106S5800800,EXPO NORTE,1996.0,07-1997,,2.0,C 13326,Em exploração,,,,,,,,,,,,,
280182403,1628761,280182403,1106S5716600,ARCO CARVALHÃO,1981.0,12-1994,,1.0,19362 C,INE - Reserva Operacional,2019-03-03,Beneficiação em fábrica,,,ED-1512-SE-60-NE_SEB,INE S. SEBASTIÃO,-,,,,,,
280182404,1628768,280182404,1106S5716600,ARCO CARVALHÃO,1985.0,03-1995,,2.0,19472 C,Em exploração,,,,,,,,,,,,,
280182405,1628789,280182405,1106S5183100,ZAMBUJAL,2003.0,01-2004,,1.0,LEL 93129,Em exploração,,,,,,,,,,,,,
280182406,1628810,280182406,1111S5200000,SABUGO,1974.0,12-1978,,1.0,LEL 8872,Em exploração,,,,,,,,,,,,,
280184205,1980425,280184205,1115S5191000,VENDA NOVA (Amadora),1962.0,12-1964,,1.0,5504,Em exploração,,,,,,,,,,,,,
280184264,2214456,280184264,1107S5819500,MERCADO,1998.0,12-2001,,1.0,C 13523,Em exploração,,,,,,,,,,,,,
280596790,2535405,280596790,1509S3054700,SANTO ANDRÉ,1981.0,09-2009,,1.0,LEL 17896,Em exploração,,,,,,,,,,,,,
280185633,2541943,280185633,1111S5850000,RIO MOURO,1998.0,12-2001,,1.0,C 13526,Em exploração,,,,,,,,,,,,,
280185634,2542061,280185634,1111S5850000,RIO MOURO,1982.0,12-2001,,2.0,LEL 19880,Em exploração,,,,,,,,,,,,,
280185771,2804382,280185771,1106S5242000,TELHEIRAS,1997.0,11-1999,,1.0,LEL 61603,Em exploração,,,,,,,,,,,,,
280185772,2804414,280185772,1106S5242000,TELHEIRAS,1997.0,11-1998,,2.0,LEL 61602,Em exploração,,,,,,,,,,,,,
280185825,2832793,280185825,1112S3166100,SOBRAL MONTE AGRAÇO,1981.0,12-1983,,1.0,LEL 17931,Em exploração,,,,,,,,,,,,,
280192311,2832800,280192311,1112S3166100,SOBRAL MONTE AGRAÇO,1981.0,12-1982,,2.0,LEL 17932,Em exploração,,,,,,,,,,,,,
280185841,3159518,280185841,0603S5005200,RELVINHA,1983.0,12-1984,,1.0,19423 C,Em exploração,,,,,,,,,,,,,
280185842,3159526,280185842,0602S5004300,TOCHA,1981.0,12-1997,,1.0,19347 C,Em exploração,,,,,,,,,,,,,
280185843,3159534,280185843,0605S5005600,VILA ROBIM,1970.0,02-1972,,1.0,10407 S,Em exploração,,,,,,,,,,,,,
280185844,3159542,280185844,0604S5005400,CONDEIXA,1981.0,12-1983,,2.0,LEL 17874,Em exploração,,,,,,,,,,,,,
280185845,3159550,280185845,0604S5005400,CONDEIXA,1982.0,12-1984,2016.0,3.0,LEL 19873,Em exploração,,,,,,,,,,,,,
280185848,3159574,280185848,0605S5005600,VILA ROBIM,1970.0,02-1972,,2.0,10408 S,Em exploração,,,,,,,,,,,,,
280185849,3159590,280185849,0602S5005900,CANTANHEDE,1981.0,05-1983,,1.0,19351 C,Em exploração,,,,,,,,,,,,,
280185850,3159598,280185850,0603S5005300,ALTO DE SÃO JOÃO,1982.0,12-1984,,1.0,19389 C,Em exploração,,,,,,,,,,,,,
280185851,3159606,280185851,1421S5004500,FÁTIMA,1981.0,12-1982,,2.0,LEL 17872,Em exploração,,,,,,,,,,,,,
280185852,3159614,280185852,0103S5006000,MOGOFORES,1976.0,12-1978,,1.0,13158 C,Em exploração,,,,,,,,,,,,,
280185853,3159622,280185853,0103S5006000,MOGOFORES,1976.0,12-1978,,2.0,13156 C,Em exploração,,,,,,,,,,,,,
280185854,3159630,280185854,0603S5006100,TAVEIRO,1992.0,11-1993,,1.0,LEL 44038,Em exploração,,,,,,,,,,,,,
280185855,3159638,280185855,0602S5005900,CANTANHEDE,1995.0,12-1995,,2.0,C 12931,Em exploração,,,,,,,,,,,,,
280185856,3159646,280185856,0615S5006300,ALFARELOS,1992.0,12-1994,,1.0,LEL 44037,Em exploração,,,,,,,,,,,,,
280185857,3159654,280185857,0111S5006200,PAMPILHOSA,1981.0,12-1988,,1.0,19350 C,Em exploração,,,,,,,,,,,,,
280185859,3159670,280185859,0509S5003300,SERTÃ,1965.0,12-1967,,2.0,LEL 2657,Em exploração,,,,,,,,,,,,,
280185860,3159678,280185860,0509S5003300,SERTÃ,1977.0,12-1980,,1.0,13173 C,Em exploração,,,,,,,,,,,,,
280185861,3159686,280185861,0607S5003400,LOUSÃ,1981.0,12-1982,,1.0,LEL 17871,Em exploração,,,,,,,,,,,,,
280185862,3159694,280185862,0616S5003500,CANDOSA,1997.0,12-1998,,2.0,LEL 60264,Em exploração,,,,,,,,,,,,,
280185863,3159702,280185863,0616S5003500,CANDOSA,1977.0,12-1979,,1.0,13172 C,Em exploração,,,,,,,,,,,,,
280185865,3159718,280185865,1418S5003600,VENDA NOVA (Tomar),1965.0,12-1969,2017.0,2.0,7506,Em exploração,,,,,,,,,,,,,
280185866,3159726,280185866,1418S5003600,VENDA NOVA (Tomar),1970.0,12-1972,,1.0,LEL 5385,Em exploração,,,,,,,,,,,,,
280185867,3159768,280185867,1009S5002100,AZÓIA,1982.0,12-1983,,2.0,LEL 19870,Em exploração,,,,,,,,,,,,,
280185868,3159776,280185868,1418S5004100,SANTA CITA,1981.0,01-1986,,1.0,LEL 17873,Em exploração,,,,,,,,,,,,,
280185870,3159804,280185870,1009S5002100,AZÓIA,1971.0,12-1971,,1.0,LEL 5386,Em exploração,,,,,,,,,,,,,
280185872,3159820,280185872,1009S5002200,ANDRINOS,1966.0,06-1995,,3.0,7663 S,Em exploração,,,,,,,,,,,,,
280185873,3159828,280185873,1009S5002200,ANDRINOS,1995.0,06-1995,,2.0,LEL 53498,Em exploração,,,,,,,,,,,,,
280185874,3159836,280185874,1009S5002600,ORTIGOSA,1994.0,12-1996,,1.0,C 12727,Em exploração,,,,,,,,,,,,,
280185875,3159844,280185875,1009S5002600,ORTIGOSA,1995.0,06-1995,,2.0,C 12930,Em exploração,,,,,,,,,,,,,
280185876,3159852,280185876,1421S5002900,OURÉM,1996.0,12-1998,,2.0,LEL 57472,Em exploração,,,,,,,,,,,,,
280185877,3159860,280185877,1003S5003200,PONTÃO,1980.0,02-1982,,1.0,LEL 15034,Em exploração,,,,,,,,,,,,,
280185878,3159868,280185878,1003S5003200,PONTÃO,1979.0,02-1982,,2.0,LEL 15033,Em exploração,,,,,,,,,,,,,
280185879,3159876,280185879,1016S5000100,SÃO JORGE,1987.0,10-1989,,2.0,C 11838,Em exploração,,,,,,,,,,,,,
280185880,3159884,280185880,1001S5000400,TURQUEL,1978.0,01-1990,,1.0,LEL 12748,Em exploração,,,,,,,,,,,,,
280185882,3159898,280185882,1001S5004200,CASAL DA AREIA,1989.0,12-1990,,1.0,LEL 3518,Em exploração,,,,,,,,,,,,,
280185883,3159905,280185883,1414S5001400,RIO MAIOR,1979.0,12-1991,,1.0,19287 C,Em exploração,,,,,,,,,,,,,
280185886,3159929,280185886,0503S5006700,TORTOSENDO,1992.0,10-1994,,1.0,C 12407,Em exploração,,,,,,,,,,,,,
280185887,3159937,280185887,0503S5006700,TORTOSENDO,1992.0,10-1994,,2.0,C 12929,Em exploração,,,,,,,,,,,,,
280185888,3159945,280185888,1001S5004200,CASAL DA AREIA,1973.0,12-1975,,3.0,LEL 7013,Em exploração,,,,,,,,,,,,,
280192207,3159953,280192207,0907S5007100,GUARDA,1980.0,05-2002,,1.0,19322 C,Em exploração,,,,,,,,,,,,,
280185890,3159961,280185890,0910S5007200,PINHEL,1967.0,12-1968,,2.0,7629 C,Em exploração,,,,,,,,,,,,,
280185891,3159969,280185891,0911S5007300,CERDEIRA,1977.0,08-1983,,1.0,13181 C,Em exploração,,,,,,,,,,,,,
280185892,3159977,280185892,0501S5007400,BELMONTE,1977.0,12-1978,2017.0,1.0,13180 C,Em exploração,,,,,,,,,,,,,
280185893,3159985,280185893,0501S5007400,BELMONTE,1981.0,12-1982,,2.0,19324 C,Em exploração,,,,,,,,,,,,,
280185894,3159993,280185894,0913S5007500,TRANCOSO,1977.0,04-1978,,1.0,13178 C,Em exploração,,,,,,,,,,,,,
280185895,3160001,280185895,0912S5009000,SABUGUEIRO,1980.0,12-1981,,1.0,LEL 17933,Em exploração,,,,,,,,,,,,,
280185896,3160009,280185896,0503S5006600,VÁRZEA,1996.0,12-1998,,1.0,LEL 57471,Em exploração,,,,,,,,,,,,,
280185898,3160025,280185898,0912S5008300,SEIA,1982.0,12-1983,,1.0,LEL 19874,Em exploração,,,,,,,,,,,,,
280185899,3160033,280185899,0912S5008300,SEIA,1982.0,12-1983,,2.0,LEL 19871,Em exploração,,,,,,,,,,,,,
280185901,3160056,280185901,1806S5008500,MANGUALDE,1980.0,12-1981,,1.0,19323 C,Em exploração,,,,,,,,,,,,,
280185903,3160079,280185903,0906S5008600,GOUVEIA,1972.0,12-1972,,2.0,13025 C,Em exploração,,,,,,,,,,,,,
280185905,3160095,280185905,0504S5008900,FUNDÃO,1989.0,11-1992,,1.0,C 11940,Em exploração,,,,,,,,,,,,,
280185908,3160141,280185908,1821S5009100,TONDELA,1958.0,05-1981,,2.0,55966,Em exploração,,,,,,,,,,,,,
280185839,3160157,280185839,1823S5009300,GUMIEI,1966.0,11-2012,,1.0,7657 S,Em exploração,,,,,,,,,,,,,
280185914,3160189,280185914,1823S5009700,VISO,1983.0,12-1983,,1.0,19405 C,Em exploração,,,,,,,,,,,,,
280185916,3160213,280185916,0605S5005700,SÃO JULIÃO,1981.0,12-1983,,2.0,LEL 17870,Em exploração,,,,,,,,,,,,,
280185918,3160229,280185918,1009S5002200,ANDRINOS,1993.0,06-1995,,1.0,C 12517,Em exploração,,,,,,,,,,,,,
280185919,3160237,280185919,0603S5005300,ALTO DE SÃO JOÃO,1982.0,12-1984,,2.0,19390 C,Em exploração,,,,,,,,,,,,,
280185920,3160245,280185920,0603S5005200,RELVINHA,1983.0,12-1994,,2.0,19424 C,Em exploração,,,,,,,,,,,,,
280185921,3160253,280185921,0607S5003400,LOUSÃ,1982.0,12-1984,,2.0,LEL 19875,Em exploração,,,,,,,,,,,,,
280185922,3160261,280185922,1823S5009700,VISO,1983.0,12-1983,,2.0,19404 C,Em exploração,,,,,,,,,,,,,
280185923,3160269,280185923,1414S5001400,RIO MAIOR,1979.0,12-1993,2018.0,2.0,19288 C,Em exploração,,,,,,,,,,,,,
280185924,3160277,280185924,1016S5000100,SÃO JORGE,1986.0,10-1989,,1.0,C 11741,Em exploração,,,,,,,,,,,,,
280185925,3160285,280185925,0612S5003700,SANTA LUZIA,1965.0,12-1966,,1.0,LEL 2656,Em exploração,,,,,,,,,,,,,
280185926,3160301,280185926,1014S5001200,ATOUGUIA,1980.0,12-1996,,2.0,19302 C,Em exploração,,,,,,,,,,,,,
280185927,3160309,280185927,1014S5001200,ATOUGUIA,1992.0,12-1996,,3.0,C 12408,Em exploração,,,,,,,,,,,,,
280185928,3160317,280185928,1015S5002300,POMBAL,1996.0,12-1996,,1.0,LEL 57473,Em exploração,,,,,,,,,,,,,
280185929,3160325,280185929,1015S5002300,POMBAL,1980.0,12-1996,,2.0,19301 C,Em exploração,,,,,,,,,,,,,
280185933,3160357,280185933,0907S5007100,GUARDA,1995.0,06-1995,,2.0,LEL 53499,Em exploração,,,,,,,,,,,,,
280185934,3160365,280185934,0910S5007200,PINHEL,1967.0,12-1970,,1.0,7630 C,Em exploração,,,,,,,,,,,,,
280185935,3160373,280185935,0903S5008700,CELORICO,1972.0,01-2009,,2.0,13020 C,Em exploração,,,,,,,,,,,,,
280185936,3160381,280185936,1808S5009500,MORTÁGUA,1981.0,08-1986,,1.0,19349 C,Em exploração,,,,,,,,,,,,,
280896749,3160456,280896749,0909S5007600,MARVÃO,1981.0,12-1982,,1.0,LEL 17934,Em exploração,,,,,,,,,,,,,
280187385,6974965,280187385,1304S5009400,JOVIM,1968.0,12-1995,,2.0,7679 S,Em exploração,,,,,,,,,,,,,
280187386,6974973,280187386,1304S5009400,JOVIM,1976.0,12-1995,,1.0,13154 C,Em exploração,,,,,,,,,,,,,
280187387,6974981,280187387,0302S5014200,PENIDE,1993.0,10-1995,2017.0,1.0,LEL 46332,Em exploração,,,,,,,,,,,,,
