Winding,Cooling System,OPS,Oil,Profit
1.0,0.4,0.2,1.0,-966.0
1.0,0.4,0.2,0.8,47.9
1.0,0.4,0.2,0.6,57.2
1.0,0.4,0.2,0.4,57.2
1.0,0.4,0.2,0.2,57.2
1.0,0.4,0.2,0.0,57.2
1.0,0.4,0.0,1.0,-966.0
1.0,0.4,0.0,0.8,47.9
1.0,0.4,0.0,0.6,57.2
1.0,0.4,0.0,0.4,57.2
1.0,0.4,0.0,0.2,57.2
1.0,0.4,0.0,0.0,57.2
1.0,0.2,1.0,1.0,0.0
1.0,0.2,1.0,0.8,0.0
1.0,0.2,1.0,0.6,0.0
1.0,0.2,1.0,0.4,0.0
1.0,0.2,1.0,0.2,0.0
1.0,0.2,1.0,0.0,0.0
1.0,0.2,0.8,1.0,-359.0
1.0,0.2,0.8,0.8,-630.2
1.0,0.2,0.8,0.6,-866.2
1.0,0.2,0.8,0.4,-1139.3
1.0,0.2,0.8,0.2,-288.9
1.0,0.2,0.8,0.0,-290.4
1.0,0.2,0.6,1.0,-1303.5
1.0,0.2,0.6,0.8,-4204.4
1.0,0.2,0.6,0.6,-1872.9
1.0,0.2,0.6,0.4,-919.9
1.0,0.2,0.6,0.2,17.2
1.0,0.2,0.6,0.0,-2468.0
1.0,0.2,0.4,1.0,-624.1
1.0,0.2,0.4,0.8,-570.4
1.0,0.2,0.4,0.6,57.2
1.0,0.2,0.4,0.4,57.2
1.0,0.2,0.4,0.2,57.2
1.0,0.2,0.4,0.0,57.2
1.0,0.2,0.2,1.0,-624.1
1.0,0.2,0.2,0.8,55.8
1.0,0.2,0.2,0.6,57.2
1.0,0.2,0.2,0.4,57.2
1.0,0.2,0.2,0.2,57.2
1.0,0.2,0.2,0.0,57.2
1.0,0.2,0.0,1.0,-624.1
1.0,0.2,0.0,0.8,55.8
1.0,0.2,0.0,0.6,57.2
1.0,0.2,0.0,0.4,57.2
1.0,0.2,0.0,0.2,57.2
1.0,0.2,0.0,0.0,57.2
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,0.8,0.0
1.0,0.0,1.0,0.6,0.0
1.0,0.0,1.0,0.4,0.0
1.0,0.0,1.0,0.2,0.0
1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.8,1.0,-359.0
1.0,0.0,0.8,0.8,-630.2
1.0,0.0,0.8,0.6,-866.2
1.0,0.0,0.8,0.4,-1139.3
1.0,0.0,0.8,0.2,-288.9
1.0,0.0,0.8,0.0,-290.4
1.0,0.0,0.6,1.0,-1303.5
1.0,0.0,0.6,0.8,-4204.4
1.0,0.0,0.6,0.6,-1872.9
1.0,0.0,0.6,0.4,-919.9
1.0,0.0,0.6,0.2,17.2
1.0,0.0,0.6,0.0,-2468.0
1.0,0.0,0.4,1.0,-624.1
1.0,0.0,0.4,0.8,-570.4
1.0,0.0,0.4,0.6,57.2
1.0,0.0,0.4,0.4,57.2
1.0,0.0,0.4,0.2,57.2
1.0,0.0,0.4,0.0,57.2
1.0,0.0,0.2,1.0,-624.1
1.0,0.0,0.2,0.8,55.8
1.0,0.0,0.2,0.6,57.2
1.0,0.0,0.2,0.4,57.2
1.0,0.0,0.2,0.2,57.2
1.0,0.0,0.2,0.0,57.2
1.0,0.0,0.0,1.0,-624.1
1.0,0.0,0.0,0.8,55.8
1.0,0.0,0.0,0.6,57.2
1.0,0.0,0.0,0.4,57.2
1.0,0.0,0.0,0.2,57.2
1.0,0.0,0.0,0.0,57.2
0.8,1.0,1.0,1.0,0.0
0.8,1.0,1.0,0.8,0.0
0.8,1.0,1.0,0.6,0.0
0.8,1.0,1.0,0.4,0.0
0.8,1.0,1.0,0.2,0.0
0.8,1.0,1.0,0.0,0.0
0.8,1.0,0.8,1.0,0.0
0.8,1.0,0.8,0.8,0.0
0.8,1.0,0.8,0.6,0.0
0.8,1.0,0.8,0.4,-905.1
0.8,1.0,0.8,0.2,0.0
0.8,1.0,0.8,0.0,-1227.1
0.8,1.0,0.6,1.0,0.0
0.8,1.0,0.6,0.8,0.0
0.8,1.0,0.6,0.6,-3000.1
0.8,1.0,0.6,0.4,0.0
0.8,1.0,0.6,0.2,0.0
0.8,1.0,0.6,0.0,-1452.4
0.8,1.0,0.4,1.0,0.0
0.8,1.0,0.4,0.8,-6021.9
0.8,1.0,0.4,0.6,-6021.5
0.8,1.0,0.4,0.4,-6350.3
0.8,1.0,0.4,0.2,-6017.7
0.8,1.0,0.4,0.0,-6350.3
0.8,1.0,0.2,1.0,0.0
0.8,1.0,0.2,0.8,0.0
0.8,1.0,0.2,0.6,0.0
0.8,1.0,0.2,0.4,-6690.7
0.8,1.0,0.2,0.2,-6690.7
0.8,1.0,0.2,0.0,-1770.7
0.8,1.0,0.0,1.0,0.0
0.8,1.0,0.0,0.8,0.0
0.8,1.0,0.0,0.6,0.0
0.8,1.0,0.0,0.4,-6690.7
0.8,1.0,0.0,0.2,-6690.7
0.8,1.0,0.0,0.0,-1770.7
0.8,0.8,1.0,1.0,0.0
0.8,0.8,1.0,0.8,0.0
0.8,0.8,1.0,0.6,0.0
0.8,0.8,1.0,0.4,0.0
0.8,0.8,1.0,0.2,0.0
0.8,0.8,1.0,0.0,0.0
0.8,0.8,0.8,1.0,-150.7
0.8,0.8,0.8,0.8,-81.2
0.8,0.8,0.8,0.6,-269.1
0.8,0.8,0.8,0.4,-81.0
0.8,0.8,0.8,0.2,-40.4
0.8,0.8,0.8,0.0,-312.2
0.8,0.8,0.6,1.0,-588.7
0.8,0.8,0.6,0.8,-504.1
0.8,0.8,0.6,0.6,-503.8
0.8,0.8,0.6,0.4,-846.5
0.8,0.8,0.6,0.2,-867.4
0.8,0.8,0.6,0.0,-1135.1
0.8,0.8,0.4,1.0,-4205.6
0.8,0.8,0.4,0.8,-504.1
0.8,0.8,0.4,0.6,-6005.0
0.8,0.8,0.4,0.4,-5917.0
0.8,0.8,0.4,0.2,-6300.5
0.8,0.8,0.4,0.0,-6305.4
0.8,0.8,0.2,1.0,-318.7
0.8,0.8,0.2,0.8,-991.6
