CentroProducao;Central;Central_ID;Grupo;Segmento;TipoUso;TipoProducao;Central.Estado;Componente;ReferenciaLabelec;Transformador_ID;Fases;Substituido;Local_Caverna;Transf_Reserva;Descricao;Fabricante;Potencia_kVA;Tensao_Primario_kV;Tensao_Secundario_kV;Tensao_Terciario_kV;Max_Tensao_kV;AnoFabrico;TipoOleo;PesoOleo_Ton;Tipo_ID;Transformador.Estado;ID;Grupo_ID;Componente_ID;NRel;DataEnsaio;TempComponente;TempOleo;TempAmb;TempOleoInf;HumRel;Notas;Tipo;Tensao_kV;Tg_Delta_Per;Capacidade_pF;Observacoes;RI_Tensao_V;RI_R1_Mohm;RI_R10_Mohm;RI_IP_R10_R1;RI_Observacoes;RT_Tomada;RT_Nominal;RT_Tensao;RT_FaseR;RT_FaseS;RT_FaseT;RT_FaseR_Desvio;RT_FaseS_Desvio;RT_FaseT_Desvio;RT_FaseR_Angulo;RT_FaseS_Angulo;RT_FaseT_Angulo;RT_Notas;RT_Observacoes;RE_Tomada;RE_FaseR_ohm;RE_FaseR_Desvio;RE_FaseS_ohm;RE_FaseS_Desvio;RE_FaseT_ohm;RE_FaseT_Desvio;RE_Observacoes;IE_Tomada;IE_Tensao_kV;IE_FaseR_I_mA;IE_FaseR_P_W;IE_FaseS_I_mA;IE_FaseS_P_W;IE_FaseT_I_mA;IE_FaseT_P_W;IE_Observacoes;RD_Reactancia_Perc_Fab;RD_Tomada;RD_FaseR_Resistencia_ohm;RD_FaseR_Reactancia_ohm;RD_FaseR_Reactancia_Perc;RD_FaseR_Reactancia_Desvio;RD_FaseR_Impedancia_ohm;RD_FaseR_Impedancia_Perc;RD_FaseS_Resistencia_ohm;RD_FaseS_Reactancia_ohm;RD_FaseS_Reactancia_Perc;RD_FaseS_Reactancia_Desvio;RD_FaseS_Impedancia_ohm;RD_FaseS_Impedancia_Perc;RD_FaseT_Resistencia_ohm;RD_FaseT_Reactancia_ohm;RD_FaseT_Reactancia_Perc;RD_FaseT_Reactancia_Desvio;RD_FaseT_Impedancia_ohm;RD_FaseT_Impedancia_Perc;RD_Observacoes;SFRA_Tipo;SFRA_Azul;SFRA_Vermelho;SFRA_Verde;SFRA_Grafico;SFRA_Banda1_Icorr;SFRA_Banda2_Icorr;SFRA_Banda3_Icorr;SFRA_Banda4_Icorr;SFRA_Banda5_Icorr;SFRA_Observacoes;RID_Tipo;RID_Transicao;RID_FaseR;RID_FaseS;RID_FaseT;RID_Observacoes;DateModified;File
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (AT/BT);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;147;3;471;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9b;0.03;0.461;7.12;-0.010194625;0.462;7.13;0.03;0.473;7.3;0.014828545;0.474;7.32;0.031;0.4648;7.16;-0.00463392;0.465;7.17;Valores normais;;;;;;;;;;;;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (AT);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;148;3;447;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.063;1.311;7.66;0;1.312;7.67;0.063;1.318;7.66;0;1.319;7.67;0.067;1.299;7.66;0;1.3;7.67;Valores normais;;;;;;;;;;;;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (AT);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;149;3;447;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9b;0.05;0.923;7.11;0;0.924;7.13;0.05;0.927;7.11;0;0.929;7.13;0.053;0.916;7.11;0;0.917;7.13;Valores normais;;;;;;;;;;;;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (1U-1N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;150;3;472;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Circuito aberto;06-dez-08;12-fev-10;;1;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (1V-1N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;151;3;473;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Circuito aberto;06-dez-08;12-fev-10;;2;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (1W-1N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;152;3;474;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Circuito aberto;06-dez-08;12-fev-10;;3;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (1W-1N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;153;3;474;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BT1 em Curto circuito;06-dez-08;12-fev-10;;4;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (1V-1N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;154;3;473;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BT1 em Curto circuito;06-dez-08;12-fev-10;;5;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (1U-1N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;155;3;472;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BT1 em Curto circuito;06-dez-08;12-fev-10;;6;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (1U-1N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;156;3;472;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BT2 em Curto circuito;06-dez-08;12-fev-10;;7;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (1V-1N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;157;3;473;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BT2 em Curto circuito;06-dez-08;12-fev-10;;8;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (1W-1N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;158;3;474;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BT2 em Curto circuito;06-dez-08;12-fev-10;;9;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (1U-1N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;159;3;472;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BT1+BT2 em Curto circuito;06-dez-08;12-fev-10;;10;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (1V-1N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;160;3;473;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BT1+BT2 em Curto circuito;06-dez-08;12-fev-10;;11;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (1W-1N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;161;3;474;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BT1+BT2 em Curto circuito;06-dez-08;12-fev-10;;12;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (2U-2N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;162;3;475;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Circuito aberto;06-dez-08;12-fev-10;;13;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (2V-2N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;163;3;476;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Circuito aberto;06-dez-08;12-fev-10;;14;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (2W-2N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;164;3;477;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Circuito aberto;06-dez-08;12-fev-10;;15;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (2U-2N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;165;3;475;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BT2 em Curto circuito;06-dez-08;12-fev-10;;16;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (2V-2N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;166;3;476;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BT2 em Curto circuito;06-dez-08;12-fev-10;;17;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (2W-2N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;167;3;477;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BT2 em Curto circuito;06-dez-08;12-fev-10;;18;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (3U-3N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;168;3;478;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Circuito aberto;06-dez-08;12-fev-10;;19;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (3V-3N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;169;3;479;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Circuito aberto;06-dez-08;12-fev-10;;20;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (3W-3N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;170;3;480;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Circuito aberto;06-dez-08;12-fev-10;;21;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (3U-3N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;171;3;478;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BT1 em Curto circuito;06-dez-08;12-fev-10;;22;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (3V-3N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;172;3;479;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BT1 em Curto circuito;06-dez-08;12-fev-10;;23;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;2;Gold;;PRO;Em Exploração;Enrolamentos (3W-3N);19421 C;11;Trifásico;FALSE;FALSE;FALSE;2TS;EFACEC;50000;18;6.5;6.5;18;01-01-1985;NYNAS NYTRO TAURUS;22.5;Auxiliar;Operacional;173;3;480;;11-02-2010;17;20;16;13.4;0.58;Ensaios de rotina. Medições de R.I. com guarda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BT1 em Curto circuito;06-dez-08;12-fev-10;;24;;;;;;Valores normais;;;;;;;14-07-2017 12:19;__0059_10_AT_TRP_EDPP_PTSN TAII_19421C.xlsx
Sines;Sines;89;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);19121 S;6;Trifásico;FALSE;FALSE;FALSE;1TP;EFACEC;340000;18;157.5;;157.5;01-01-1984;NYNAS NYTRO 11 EN;29;Principal;Operacional;174;2;481;;23-04-2012;22;24;18;;0.6;Medições de R.I. com guarda. Ensaios de rotina. Foram substituídas as travessias 2W1 e 2U2.;;2;0.46;11342;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14-07-2017 12:20;0427_12_ET_AT_TRP_EDP P_CSN_TP I_19121S.xlsx
Sines;Sines;89;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);19121 S;6;Trifásico;FALSE;FALSE;FALSE;1TP;EFACEC;340000;18;157.5;;157.5;01-01-1984;NYNAS NYTRO 11 EN;29;Principal;Operacional;175;2;481;;23-04-2012;22;24;18;;0.6;Medições de R.I. com guarda. Ensaios de rotina. Foram substituídas as travessias 2W1 e 2U2.;;6;0.45;11342;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14-07-2017 12:20;0427_12_ET_AT_TRP_EDP P_CSN_TP I_19121S.xlsx
Sines;Sines;89;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);19121 S;6;Trifásico;FALSE;FALSE;FALSE;1TP;EFACEC;340000;18;157.5;;157.5;01-01-1984;NYNAS NYTRO 11 EN;29;Principal;Operacional;176;2;481;;23-04-2012;22;24;18;;0.6;Medições de R.I. com guarda. Ensaios de rotina. Foram substituídas as travessias 2W1 e 2U2.;;10;0.45;11341;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14-07-2017 12:20;0427_12_ET_AT_TRP_EDP P_CSN_TP I_19121S.xlsx
Sines;Sines;89;1;Gold;;PRO;Em Exploração;Enrolamentos (AT/BT);19121 S;6;Trifásico;FALSE;FALSE;FALSE;1TP;EFACEC;340000;18;157.5;;157.5;01-01-1984;NYNAS NYTRO 11 EN;29;Principal;Operacional;177;2;482;;23-04-2012;22;24;18;;0.6;Medições de R.I. com guarda. Ensaios de rotina. Foram substituídas as travessias 2W1 e 2U2.;;2;0.4;27464;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14-07-2017 12:20;0427_12_ET_AT_TRP_EDP P_CSN_TP I_19121S.xlsx
Sines;Sines;89;1;Gold;;PRO;Em Exploração;Enrolamentos (AT/BT);19121 S;6;Trifásico;FALSE;FALSE;FALSE;1TP;EFACEC;340000;18;157.5;;157.5;01-01-1984;NYNAS NYTRO 11 EN;29;Principal;Operacional;178;2;482;;23-04-2012;22;24;18;;0.6;Medições de R.I. com guarda. Ensaios de rotina. Foram substituídas as travessias 2W1 e 2U2.;;6;0.41;27465;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14-07-2017 12:20;0427_12_ET_AT_TRP_EDP P_CSN_TP I_19121S.xlsx
Sines;Sines;89;1;Gold;;PRO;Em Exploração;Enrolamentos (AT/BT);19121 S;6;Trifásico;FALSE;FALSE;FALSE;1TP;EFACEC;340000;18;157.5;;157.5;01-01-1984;NYNAS NYTRO 11 EN;29;Principal;Operacional;179;2;482;;23-04-2012;22;24;18;;0.6;Medições de R.I. com guarda. Ensaios de rotina. Foram substituídas as travessias 2W1 e 2U2.;;10;0.41;27460;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14-07-2017 12:20;0427_12_ET_AT_TRP_EDP P_CSN_TP I_19121S.xlsx
Sines;Sines;89;1;Gold;;PRO;Em Exploração;Enrolamentos (BT);19121 S;6;Trifásico;FALSE;FALSE;FALSE;1TP;EFACEC;340000;18;157.5;;157.5;01-01-1984;NYNAS NYTRO 11 EN;29;Principal;Operacional;180;2;483;;23-04-2012;22;24;18;;0.6;Medições de R.I. com guarda. Ensaios de rotina. Foram substituídas as travessias 2W1 e 2U2.;;2;0.48;45984;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14-07-2017 12:20;0427_12_ET_AT_TRP_EDP P_CSN_TP I_19121S.xlsx
Sines;Sines;89;1;Gold;;PRO;Em Exploração;Enrolamentos (BT);19121 S;6;Trifásico;FALSE;FALSE;FALSE;1TP;EFACEC;340000;18;157.5;;157.5;01-01-1984;NYNAS NYTRO 11 EN;29;Principal;Operacional;181;2;483;;23-04-2012;22;24;18;;0.6;Medições de R.I. com guarda. Ensaios de rotina. Foram substituídas as travessias 2W1 e 2U2.;;6;0.46;46015;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14-07-2017 12:20;0427_12_ET_AT_TRP_EDP P_CSN_TP I_19121S.xlsx
Sines;Sines;89;1;Gold;;PRO;Em Exploração;Enrolamentos (BT);19121 S;6;Trifásico;FALSE;FALSE;FALSE;1TP;EFACEC;340000;18;157.5;;157.5;01-01-1984;NYNAS NYTRO 11 EN;29;Principal;Operacional;182;2;483;;23-04-2012;22;24;18;;0.6;Medições de R.I. com guarda. Ensaios de rotina. Foram substituídas as travessias 2W1 e 2U2.;;10;0.47;46049;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14-07-2017 12:20;0427_12_ET_AT_TRP_EDP P_CSN_TP I_19121S.xlsx
Sines;Sines;89;1;Gold;;PRO;Em Exploração;Enrolamentos (BT/AT);19121 S;6;Trifásico;FALSE;FALSE;FALSE;1TP;EFACEC;340000;18;157.5;;157.5;01-01-1984;NYNAS NYTRO 11 EN;29;Principal;Operacional;183;2;484;;23-04-2012;22;24;18;;0.6;Medições de R.I. com guarda. Ensaios de rotina. Foram substituídas as travessias 2W1 e 2U2.;;2;0.4;27462;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14-07-2017 12:20;0427_12_ET_AT_TRP_EDP P_CSN_TP I_19121S.xlsx
